25C-L8R0,,
Time (min),Intensity (a.u.),
66.80402374,37.87923431,
66.82068634,35.29620361,
66.83735657,37.46617126,
66.85401917,36.60577011,
66.87068939,37.02829361,
66.88735199,36.31771851,
66.90402222,36.67470551,
66.92068481,36.93803024,
66.93735504,37.30645752,
66.95401764,38.70517349,
66.97068787,36.93085098,
66.98735046,36.32293701,
67.00402069,38.04037476,
67.02068329,37.07172394,
67.03735352,36.43715668,
67.05402374,36.64848709,
67.07068634,37.95948792,
67.08735657,37.96159744,
67.10401917,36.69905472,
67.12068939,38.63776016,
67.13735199,37.46819305,
67.15402222,39.11183548,
67.17068481,37.57498932,
67.18735504,38.88572311,
67.20401764,37.40451813,
67.22068787,37.8622551,
67.23735046,37.17162704,
67.25402069,38.53990936,
67.27068329,36.81740952,
67.28735352,38.91991806,
67.30402374,37.94462204,
67.32068634,37.47124481,
67.33735657,38.99110794,
67.35401917,39.12733459,
67.37068939,38.52339172,
67.38735199,38.59194565,
67.40402222,37.96706009,
67.42068481,38.93257904,
67.43735504,37.44666672,
67.45401764,40.25617218,
67.47068787,38.06432343,
67.48735046,37.74274826,
67.50402069,38.48514557,
67.52068329,38.99806595,
67.53735352,38.74955368,
67.55402374,40.11834717,
67.57068634,39.82658386,
67.58735657,38.97053528,
67.60401917,38.35712433,
67.62068939,40.31740952,
67.63735199,40.72424698,
67.65402222,39.72583008,
67.67068481,39.85350418,
67.68735504,39.67079163,
67.70401764,40.32171631,
67.72068787,40.26973343,
67.73735046,39.58850098,
67.75402069,40.51860046,
67.77068329,40.24498367,
67.78735352,39.15265274,
67.80402374,40.57494354,
67.82068634,40.54256058,
67.83735657,40.63799667,
67.85401917,40.62024689,
67.87068939,41.54639816,
67.88735199,41.29716873,
67.90402222,41.30744171,
67.92068481,39.60017014,
67.93735504,40.17728806,
67.95401764,42.06653595,
67.97068787,40.60036087,
67.98735046,40.34727859,
68.00402069,41.41658401,
68.02068329,40.46472168,
68.03735352,40.47294235,
68.05402374,40.10149002,
68.07068634,40.47953796,
68.08735657,41.14490128,
68.10401917,41.0592804,
68.12068939,41.22572327,
68.13735199,41.62044907,
68.15402222,41.33164597,
68.17068481,40.79458618,
68.18735504,41.35534668,
68.20401764,41.13174057,
68.22068787,41.3400383,
68.23735046,41.14211273,
68.25402069,41.81047821,
68.27068329,42.06141281,
68.28735352,42.64786148,
68.30402374,42.13277817,
68.32068634,40.81255722,
68.33735657,41.71647644,
68.35401917,41.81082535,
68.37068939,40.97098541,
68.38735199,41.96202469,
68.40402222,41.59036636,
68.42068481,40.93745804,
68.43735504,41.64042282,
68.45401764,41.32721329,
68.47068787,41.86183167,
68.48735046,40.05642319,
68.50402069,41.44791031,
68.52068329,41.92542267,
68.53735352,42.46682739,
68.55402374,40.98074341,
68.57068634,42.39142609,
68.58735657,41.77129364,
68.60401917,42.67189026,
68.62068939,41.78361893,
68.63735199,42.26517105,
68.65402222,42.48096085,
68.67068481,42.26211166,
68.68735504,42.52239227,
68.70401764,41.68996811,
68.72068787,42.32648087,
68.73735046,42.4980545,
68.75402069,43.08275223,
68.77068329,42.02295685,
68.78735352,42.88202667,
68.80402374,40.99507904,
68.82068634,41.04209137,
68.83735657,40.47469711,
68.85401917,41.33267593,
68.87068939,42.11050415,
68.88735199,43.32728958,
68.90402222,42.79612732,
68.92068481,42.45498657,
68.93735504,43.10198212,
68.95401764,43.82036972,
68.97068787,42.77148819,
68.98735046,43.38759613,
69.00402069,44.14558029,
69.02068329,42.66780853,
69.03735352,42.29920578,
69.05402374,42.13248062,
69.07068634,42.77124023,
69.08735657,44.26448059,
69.10401917,44.3352623,
69.12068939,42.83906555,
69.13735199,42.09127426,
69.15402222,42.59699631,
69.17068481,43.41636276,
69.18735504,44.34663773,
69.20401764,43.22262573,
69.22068787,43.2517395,
69.23735046,43.61134338,
69.25402069,42.62234497,
69.27068329,44.89067459,
69.28735352,44.08314133,
69.30402374,42.71807098,
69.32068634,42.48764801,
69.33735657,43.78042221,
69.35401917,43.72366333,
69.37068939,43.91477585,
69.38735199,43.37761688,
69.40402222,45.78172684,
69.42068481,45.35044098,
69.43735504,44.08740234,
69.45401764,43.69817352,
69.47068787,44.22583389,
69.48735046,44.26683044,
69.50402069,42.78904724,
69.52068329,45.50608063,
69.53735352,44.85995865,
69.55402374,44.27926636,
69.57068634,45.37356949,
69.58735657,43.07367706,
69.60401917,45.42021179,
69.62068939,43.60393906,
69.63735199,43.34438705,
69.65402222,44.72587585,
69.67068481,44.45932007,
69.68735504,44.04759979,
69.70401764,44.53400803,
69.72068787,44.49533463,
69.73735046,44.84436417,
69.75402069,45.90252686,
69.77068329,43.20711517,
69.78735352,43.1207962,
69.80402374,45.6241684,
69.82068634,43.93165207,
69.83735657,45.14286804,
69.85401917,44.5591507,
69.87068939,43.32584763,
69.88735199,44.55075455,
69.90402222,44.3831749,
69.92068481,45.96850586,
69.93735504,44.17321777,
69.95401764,45.17099762,
69.97068787,44.65394974,
69.98735046,45.32880783,
70.00402069,44.71294022,
70.02068329,46.16172028,
70.03735352,45.84437943,
70.05402374,45.41511154,
70.07068634,45.00614548,
70.08735657,44.54946899,
70.10401917,45.38404465,
70.12068939,45.3273201,
70.13735199,45.06448364,
70.15402222,44.89468002,
70.17068481,45.39683151,
70.18735504,45.79063034,
70.20401764,45.98121643,
70.22068787,45.73425674,
70.23735046,45.92820358,
70.25402069,45.62701416,
70.27068329,45.97795486,
70.28735352,45.44695663,
70.30402374,45.39638519,
70.32068634,45.38877869,
70.33735657,45.39093018,
70.35401917,43.83489609,
70.37068939,46.16096878,
70.38735199,46.8500824,
70.40402222,45.74656677,
70.42068481,44.99498749,
70.43735504,45.58414841,
70.45401764,47.3858757,
70.47068787,46.40743637,
70.48735046,45.26822662,
70.50402069,45.27575302,
70.52068329,45.05738449,
70.53735352,45.67797852,
70.55402374,45.26686859,
70.57068634,45.47730637,
70.58735657,47.37776184,
70.60401917,46.92805099,
70.62068939,45.38948059,
70.63735199,47.44581985,
70.65402222,45.85980988,
70.67068481,45.09132385,
70.68735504,46.52919388,
70.70401764,45.3475914,
70.72068787,47.4595871,
70.73735046,47.20452118,
70.75402069,46.77627945,
70.77068329,47.01312637,
70.78735352,47.19411469,
70.80402374,45.8829155,
70.82068634,46.77376556,
70.83735657,46.52700043,
70.85401917,46.56474304,
70.87068939,46.81840515,
70.88735199,46.32437897,
70.90402222,44.54944229,
70.92068481,46.76858521,
70.93735504,45.8472023,
70.95401764,45.66469193,
70.97068787,45.88669968,
70.98735046,47.06754684,
71.00402069,46.94499207,
71.02068329,46.94073105,
71.03735352,46.63286972,
71.05402374,47.96856689,
71.07068634,47.6756134,
71.08735657,47.64939117,
71.10401917,47.40412521,
71.12068939,47.96492767,
71.13735199,46.78140259,
71.15402222,48.13508224,
71.17068481,47.4344101,
71.18735504,46.08356476,
71.20401764,47.88594818,
71.22068787,47.06404114,
71.23735046,46.60692596,
71.25402069,47.57655334,
71.27068329,47.4270668,
71.28735352,48.08399963,
71.30402374,46.57299042,
71.32068634,47.10681534,
71.33735657,46.00527954,
71.35401917,46.83916092,
71.37068939,47.92806625,
71.38735199,46.79434204,
71.40402222,47.32219696,
71.42068481,46.21100235,
71.43735504,46.97328949,
71.45401764,46.19913483,
71.47068787,46.46166229,
71.48735046,47.41023254,
71.50402069,46.59346008,
71.52068329,46.98658752,
71.53735352,47.58143616,
71.55402374,46.8240242,
71.57068634,46.91440201,
71.58735657,46.59264374,
71.60401917,48.14400864,
71.62068939,45.57091522,
71.63735199,45.71850586,
71.65402222,48.7447319,
71.67068481,47.43510056,
71.68735504,48.0806427,
71.70401764,47.06597519,
71.72068787,48.10628891,
71.73735046,47.07644653,
71.75402069,48.10744095,
71.77068329,48.31962204,
71.78735352,47.04158783,
71.80402374,47.78386688,
71.82068634,48.26119995,
71.83735657,48.29163361,
71.85401917,46.3423233,
71.87068939,48.14515686,
71.88735199,47.0859375,
71.90402222,48.10373688,
71.92068481,46.64470291,
71.93735504,48.06530762,
71.95401764,48.9504509,
71.97068787,47.48647308,
71.98735046,47.82456589,
72.00402069,47.76317596,
72.02068329,48.0205307,
72.03735352,48.55045319,
72.05402374,46.66552734,
72.07068634,45.87279892,
72.08735657,49.21465302,
72.10401917,47.19297791,
72.12068939,48.32145309,
72.13735199,47.49430847,
72.15402222,49.27915573,
72.17068481,48.07519531,
72.18735504,46.71337128,
72.20401764,48.03093338,
72.22068787,49.06423187,
72.23735046,47.99073029,
72.25402069,47.62055588,
72.27068329,47.13759613,
72.28735352,47.9342041,
72.30402374,48.61129761,
72.32068634,47.23909378,
72.33735657,48.47384644,
72.35401917,48.48065186,
72.37068939,48.6024971,
72.38735199,48.41930008,
72.40402222,47.85449982,
72.42068481,48.0351944,
72.43735504,47.64565277,
72.45401764,48.16070938,
72.47068787,47.839077,
72.48735046,47.90988159,
72.50402069,48.36824799,
72.52068329,50.04043579,
72.53735352,48.31043625,
72.55402374,47.99996185,
72.57068634,49.25894547,
72.58735657,49.3069191,
72.60401917,49.60372543,
72.62068939,48.27396011,
72.63735199,47.90759659,
72.65402222,47.0724678,
72.67068481,47.37158203,
72.68735504,48.61844635,
72.70401764,48.2704277,
72.72068787,47.58327484,
72.73735046,47.91391373,
72.75402069,48.42089081,
72.77068329,48.62646866,
72.78735352,47.86024857,
72.80402374,50.00931168,
72.82068634,49.58476257,
72.83735657,48.33275604,
72.85401917,49.93945313,
72.87068939,48.78410339,
72.88735199,48.31527328,
72.90402222,48.94909286,
72.92068481,48.92800522,
72.93735504,49.88316727,
72.95401764,50.12591553,
72.97068787,47.2842865,
72.98735046,48.98773956,
73.00402069,48.26044846,
73.02068329,49.71249008,
73.03735352,50.15650177,
73.05402374,47.09262848,
73.07068634,48.677742,
73.08735657,47.82891083,
73.10401917,50.39512634,
73.12068939,47.80783463,
73.13735199,47.56898117,
73.15402222,49.96611786,
73.17068481,49.72571945,
73.18735504,48.66467667,
73.20401764,47.88747406,
