25C-L7R1,,
Time (min),Intensity (a.u.),
0.008333333768,11.46793175,
0.02500000037,12.03924942,
0.04166666791,12.43088722,
0.05833333358,12.00128365,
0.07500000298,12.23882675,
0.418854177,4.236096382,
0.4355208278,4.71421814,
0.4521875083,4.486272812,
0.4688541591,4.952586651,
0.4855208397,4.844163418,
0.5021874905,4.389338017,
0.5188542008,4.847218513,
0.535520792,4.997411728,
0.5521875024,4.268460274,
1.009687543,10.21430874,
1.026354194,10.16284943,
1.043020844,10.4370451,
1.059687495,9.956483841,
1.076354265,10.25235844,
1.093020916,9.999489784,
1.109687567,9.959768295,
1.126354218,9.997755051,
1.143020868,10.40691853,
1.159687519,9.794282913,
1.17635417,9.934382439,
1.19302094,10.10068035,
1.209687591,9.961075783,
1.226354241,10.14870262,
1.243020892,10.13028622,
1.259687543,10.38279533,
1.276354194,10.04188442,
1.293020844,9.909257889,
1.309687495,10.06068039,
1.326354265,9.19965744,
1.824833274,12.23974133,
1.841499925,12.33737278,
1.858166575,12.07533073,
1.874833345,12.62677002,
1.891499996,12.42148209,
1.908166647,11.83978081,
1.924833298,11.49139595,
1.941499949,11.52755451,
1.958166599,11.72549438,
1.97483325,12.00414658,
1.99150002,11.34902573,
2.008166552,11.87790108,
2.024833202,11.79875469,
2.041499853,11.76979065,
2.058166742,11.99228859,
2.074833393,11.76842308,
2.091500044,11.46015644,
2.108166695,11.15918255,
2.124833345,12.37990856,
2.141499758,11.86157894,
2.158166409,11.66031456,
2.174833059,12.20831108,
2.693187475,19.56350136,
2.709854126,19.31540489,
2.726520777,19.0126133,
2.743187428,20.37730408,
2.759854078,21.43268967,
2.776520729,20.97661591,
2.79318738,21.48218727,
2.809854031,21.55158424,
2.826520681,22.36084747,
2.843187571,22.69787025,
2.859854221,22.03362274,
2.876520872,24.36038208,
2.893187523,24.42136574,
2.909854174,24.37237358,
2.926520824,24.78325081,
2.943187475,25.02380753,
2.959854126,24.56931877,
2.976520777,24.94402695,
2.993187428,26.41767693,
3.009854078,26.61484909,
3.026520729,27.54760742,
3.04318738,27.5968895,
3.059854031,27.07877922,
3.076520681,29.02344894,
3.093187571,29.54544258,
3.109854221,28.57129478,
3.126520872,29.03026962,
3.143187523,30.71696281,
3.159854174,30.45701599,
3.176520824,31.56447411,
3.193187475,30.79672623,
3.209854126,32.17093658,
3.226520777,32.61260986,
3.243187428,33.33193588,
3.259854078,33.0104599,
3.276520729,33.10260391,
3.29318738,33.90735626,
3.309854031,34.70280457,
3.326520681,36.3952179,
3.343187571,35.2738266,
3.359854221,37.55370331,
3.376520872,37.28501892,
3.393187523,37.64872742,
3.409854174,37.57659912,
3.426520824,39.47758865,
3.443187475,38.18917084,
3.459854126,38.10359955,
3.476520777,39.34456253,
3.493187428,38.82302856,
3.509854078,40.54395294,
3.526520729,40.86963272,
3.54318738,41.03216553,
3.559854031,42.8494339,
3.576520681,42.32154846,
3.593187571,42.87396622,
3.609854221,42.83736038,
3.626520872,45.37552643,
3.643187523,43.89207077,
3.659854174,46.03554535,
3.676520824,44.42427826,
3.693187475,46.3309021,
3.709854126,47.06875229,
3.726520777,47.22142029,
3.743187428,48.77811432,
3.759854078,46.91752625,
3.776520729,47.52050781,
3.79318738,48.17122269,
3.809854031,49.0957756,
3.826520681,49.71718979,
3.843187571,49.56324387,
3.859854221,50.8973999,
3.876520872,48.20061111,
3.893187523,52.29899979,
3.909854174,51.78557205,
3.926520824,52.01541519,
3.943187475,52.32531738,
3.959854126,52.13943481,
3.976520777,54.48043823,
3.993187428,53.03811264,
4.009854317,53.97754288,
4.026520729,54.95944977,
4.043187618,53.45295334,
4.059854031,55.71646881,
4.07652092,54.43662262,
4.093187332,55.29860687,
4.109854221,56.37654114,
4.126520634,55.48892593,
4.143187523,57.12712479,
4.159853935,58.07130051,
4.176520824,59.36965561,
4.193187237,58.58424759,
4.209854126,57.81258011,
4.226521015,58.43246841,
4.243187428,58.64293671,
4.259854317,58.51858902,
4.276520729,60.24749374,
4.293187618,59.82063675,
4.309854031,60.57042313,
4.32652092,60.05818176,
4.343187332,60.78597641,
4.359854221,61.81733704,
4.376520634,62.04431915,
4.393187523,61.57332993,
4.409853935,63.359478,
4.426520824,63.60275269,
4.443187237,64.01305389,
4.459854126,62.84476852,
4.476521015,64.4223175,
4.493187428,65.15911865,
4.509854317,64.43435669,
4.526520729,66.09676361,
4.543187618,66.584198,
4.559854031,65.18482971,
4.57652092,66.99636841,
4.593187332,65.96308136,
4.609854221,67.06401825,
4.626520634,67.90106201,
4.643187523,65.50762939,
4.659853935,65.84185791,
4.676520824,68.10967255,
4.693187237,69.44046021,
4.709854126,68.68054962,
4.726521015,71.08133698,
4.743187428,68.90933228,
4.759854317,69.85141754,
4.776520729,70.0565033,
4.793187618,69.4478302,
4.809854031,72.70780945,
4.82652092,71.84132385,
4.843187332,73.01074219,
4.859854221,72.69622803,
4.876520634,72.87505341,
4.893187523,73.62315369,
4.909853935,71.02510834,
4.926520824,71.67060852,
4.943187237,73.81458282,
4.959854126,74.97562408,
4.976521015,73.36698914,
4.993187428,74.0362854,
5.009854317,74.89510345,
5.026520729,73.59902191,
5.043187618,76.8634491,
5.059854031,77.00971985,
5.07652092,75.83227539,
5.093187332,75.11594391,
5.109854221,75.26726532,
5.126520634,78.73143768,
5.143187523,76.76006317,
5.159853935,77.10663605,
5.176520824,76.47567749,
5.193187237,77.55037689,
5.209854126,75.10284424,
5.226521015,79.3322525,
5.243187428,77.87888336,
5.259854317,78.49317169,
5.276520729,78.04891205,
5.293187618,77.58274078,
5.309854031,79.66600037,
5.32652092,80.34108734,
5.343187332,80.07968903,
5.359854221,80.14731598,
5.376520634,80.72257996,
5.393187523,79.31109619,
5.409853935,80.84927368,
5.426520824,78.54366302,
5.443187237,80.41951752,
5.459854126,80.13438416,
5.476521015,82.41082764,
5.493187428,81.76570129,
5.509854317,81.61923218,
5.526520729,81.85199738,
5.543187618,82.84226227,
5.559854031,83.95844269,
5.57652092,84.35951233,
5.593187332,82.35475922,
5.609854221,82.43721008,
5.626520634,82.40283203,
5.643187523,85.80099487,
5.659853935,83.94250488,
5.676520824,84.97389984,
5.693187237,82.55973053,
5.709854126,85.19197083,
5.726521015,85.05918884,
5.743187428,84.14526367,
5.759854317,85.23019409,
5.776520729,85.55725861,
5.793187618,83.04732513,
5.809854031,85.8379364,
5.82652092,86.25921631,
5.843187332,87.41953278,
5.859854221,86.63754272,
5.876520634,85.93236542,
5.893187523,88.75771332,
5.909853935,89.3744278,
5.926520824,86.68196869,
5.943187237,85.30420685,
5.959854126,87.17605591,
5.976521015,87.23123932,
5.993187428,88.0983963,
6.009854317,88.16008759,
6.026520729,87.70800781,
6.043187618,89.02448273,
6.059854031,89.17971802,
6.07652092,90.27497101,
6.093187332,89.61213684,
6.109854221,91.05387115,
6.126520634,89.07971191,
6.143187523,91.15888977,
6.159853935,89.86369324,
