 1.000000 1.000000 600000.000000 0.000079 961 491 6750 312 -1534.596147 0.000000
 1.000000 2.000000 600000.000000 0.000050 961 482 3414 190 -4317.218388 0.000000
 1.000000 3.000000 600000.000000 0.000045 961 532 3110 178 -6656.900622 0.000000
 1.000000 4.000000 600000.000000 0.000049 961 554 3118 164 -9118.198939 0.000000
 1.000000 5.000000 600000.000000 0.000050 961 530 3214 154 -11869.737471 0.000000
 1.000000 6.000000 600000.000000 0.000069 961 526 2872 160 -14321.188026 0.000000
 1.000000 7.000000 600000.000000 0.000063 961 571 2856 156 -16452.278381 0.000000
 1.000000 8.000000 600000.000000 0.000050 961 547 2878 172 -19251.744116 0.000000
 1.000000 9.000000 600000.000000 0.000042 961 564 2796 154 -21436.033410 0.000000
 1.000000 10.000000 600000.000000 0.000045 961 565 2802 164 -23991.744116 0.000000
 1.000000 11.000000 600000.000000 0.000048 961 565 2898 170 -26235.737471 0.000000
 1.000000 12.000000 600000.000000 0.000052 961 576 3052 176 -28714.733203 0.000000
 1.000000 13.000000 600000.000000 0.000042 961 569 2808 148 -31420.821180 0.000000
 1.000000 14.000000 600000.000000 0.000043 961 618 2896 132 -32946.357822 0.000000
 1.000000 15.000000 600000.000000 0.000054 961 566 2740 144 -36622.733203 0.000000
 1.000000 16.000000 600000.000000 0.000048 961 575 2808 148 -39044.437264 0.000000
 1.000000 17.000000 600000.000000 0.000046 961 553 2836 158 -41815.664675 0.000000
 1.000000 18.000000 600000.000000 0.000042 961 561 2774 160 -44078.892086 0.000000
 1.000000 19.000000 600000.000000 0.000046 961 569 2796 156 -46506.198939 0.000000
 1.000000 20.000000 600000.000000 0.000048 961 591 2746 142 -48326.892086 0.000000
 1.000000 21.000000 600000.000000 0.000051 961 557 2888 160 -51457.267467 0.000000
 1.000000 22.000000 600000.000000 0.000064 961 543 2884 164 -55148.119497 0.000000
 1.000000 23.000000 600000.000000 0.000052 961 553 2890 168 -55895.722290 0.000000
 1.000000 24.000000 600000.000000 0.000054 961 578 2914 162 -58287.585233 0.000000
 1.000000 25.000000 600000.000000 0.000046 961 543 2750 162 -62456.892086 0.000000
 1.000000 26.000000 600000.000000 0.000055 961 538 2976 148 -65405.346909 0.000000
 1.000000 27.000000 600000.000000 0.000051 961 542 2914 170 -67690.733203 0.000000
 1.000000 28.000000 600000.000000 0.000042 961 557 2708 148 -69567.585233 0.000000
 1.000000 29.000000 600000.000000 0.000043 961 588 2774 150 -70055.505792 0.000000
 1.000000 30.000000 600000.000000 0.000042 961 556 2702 168 -74303.426350 0.000000
 2.000000 1.000000 600000.000000 0.000817 841 338 122880 570 -384.823558 0.000000
 2.000000 2.000000 600000.000000 0.000146 961 436 4282 246 -3470.050969 0.000000
 2.000000 3.000000 600000.000000 0.000136 961 479 3388 216 -5947.668943 0.000000
 2.000000 4.000000 600000.000000 0.000115 961 538 3018 196 -8186.050969 0.000000
 2.000000 5.000000 600000.000000 0.000110 961 536 2778 172 -10703.812645 0.000000
 2.000000 6.000000 600000.000000 0.000126 961 532 2856 144 -13455.494878 0.000000
 2.000000 7.000000 600000.000000 0.000133 961 555 2852 180 -15557.119497 0.000000
 2.000000 8.000000 600000.000000 0.000121 961 590 2986 138 -17708.505792 0.000000
 2.000000 9.000000 600000.000000 0.000121 961 568 2968 186 -20104.881173 0.000000
 2.000000 10.000000 600000.000000 0.000118 961 542 2750 158 -23569.357822 0.000000
 2.000000 11.000000 600000.000000 0.000131 961 584 2798 146 -25503.748384 0.000000
 2.000000 12.000000 600000.000000 0.000140 961 554 3040 166 -28462.209852 0.000000
 2.000000 13.000000 600000.000000 0.000146 961 578 3016 144 -30457.048591 0.000000
 2.000000 14.000000 600000.000000 0.000129 961 568 2806 136 -33646.368735 0.000000
 2.000000 15.000000 600000.000000 0.000127 961 573 2824 150 -35233.415437 0.000000
 2.000000 16.000000 600000.000000 0.000154 961 546 2838 152 -38642.801731 0.000000
 2.000000 17.000000 600000.000000 0.000119 961 595 2728 146 -40112.903000 0.000000
 2.000000 18.000000 600000.000000 0.000138 961 537 2818 158 -44305.892086 0.000000
 2.000000 19.000000 600000.000000 0.000116 961 535 2744 170 -46771.596147 0.000000
 2.000000 20.000000 600000.000000 0.000133 961 595 2820 172 -46647.055237 0.000000
 2.000000 21.000000 600000.000000 0.000112 961 536 2664 172 -51428.585233 0.000000
 2.000000 22.000000 600000.000000 0.000121 961 572 2750 156 -52949.574320 0.000000
 2.000000 23.000000 600000.000000 0.000140 961 560 2790 160 -55547.278381 0.000000
 2.000000 24.000000 600000.000000 0.000142 961 584 2822 148 -56838.267467 0.000000
