 1.000000 1.000000 1000000.000000 0.000564 15415 7600 2000000 3866 -25677.656075 0.000000
 1.000000 2.000000 1000000.000000 0.000103 15800 7251 66821 1064 -77931.506095 0.000000
 1.000000 3.000000 1000000.000000 0.000111 15800 8303 52431 714 -119501.729238 0.000000
 1.000000 4.000000 1000000.000000 0.000113 15800 9184 48397 654 -157298.180952 0.000000
 1.000000 5.000000 1000000.000000 0.000101 15800 9504 45817 632 -196246.923848 0.000000
 1.000000 6.000000 1000000.000000 0.000095 15800 9564 46009 632 -236835.849345 0.000000
 1.000000 7.000000 1000000.000000 0.000105 15800 9783 45913 584 -276897.906289 0.000000
 1.000000 8.000000 1000000.000000 0.000098 15800 9822 45479 612 -317884.217410 0.000000
 1.000000 9.000000 1000000.000000 0.000095 15800 9879 45315 594 -358666.584255 0.000000
 1.000000 10.000000 1000000.000000 0.000105 15800 9840 45171 570 -401948.582366 0.000000
 1.000000 11.000000 1000000.000000 0.000101 15800 9883 45689 632 -441232.051881 0.000000
 1.000000 12.000000 1000000.000000 0.000099 15800 9952 46285 612 -482361.891108 0.000000
 1.000000 13.000000 1000000.000000 0.000099 15800 9811 45357 610 -526518.220946 0.000000
 1.000000 14.000000 1000000.000000 0.000102 15800 9888 44835 614 -567630.286426 0.000000
 1.000000 15.000000 1000000.000000 0.000102 15800 9869 45439 610 -609736.381049 0.000000
 1.000000 16.000000 1000000.000000 0.000101 15800 9850 45591 580 -650785.465428 0.000000
 1.000000 17.000000 1000000.000000 0.000095 15800 9896 46099 584 -691268.532067 0.000000
 1.000000 18.000000 1000000.000000 0.000100 15800 9802 45367 590 -737635.855320 0.000000
 1.000000 19.000000 1000000.000000 0.000098 15800 9829 45961 570 -776143.278073 0.000000
 1.000000 20.000000 1000000.000000 0.000101 15800 9803 45229 622 -818558.553893 0.000000
 1.000000 21.000000 1000000.000000 0.000104 15800 9917 45891 580 -857269.566696 0.000000
 1.000000 22.000000 1000000.000000 0.000097 15800 9958 45415 626 -894409.847455 0.000000
 1.000000 23.000000 1000000.000000 0.000103 15800 9843 46429 596 -943022.915983 0.000000
 1.000000 24.000000 1000000.000000 0.000097 15800 9815 45683 590 -986299.335017 0.000000
 1.000000 25.000000 1000000.000000 0.000103 15800 9776 46239 578 -1030550.875439 0.000000
 1.000000 26.000000 1000000.000000 0.000096 15800 9794 45413 638 -1067986.503594 0.000000
 1.000000 27.000000 1000000.000000 0.000103 15800 9834 45389 564 -1111512.897266 0.000000
 1.000000 28.000000 1000000.000000 0.000103 15800 9783 45985 580 -1156588.626689 0.000000
 1.000000 29.000000 1000000.000000 0.000098 15800 9860 45151 582 -1193370.714666 0.000000
 1.000000 30.000000 1000000.000000 0.000099 15800 9815 45065 592 -1241132.518105 0.000000
 2.000000 1.000000 1000000.000000 0.000659 13553 5525 2000000 8532 -6432.295205 0.000000
 2.000000 2.000000 1000000.000000 0.000320 15800 5884 100861 1364 -67531.786183 0.000000
 2.000000 3.000000 1000000.000000 0.000283 15800 7488 59039 816 -108902.178635 0.000000
 2.000000 4.000000 1000000.000000 0.000276 15800 8519 52247 656 -147530.454394 0.000000
 2.000000 5.000000 1000000.000000 0.000286 15800 9081 48619 654 -185443.834713 0.000000
 2.000000 6.000000 1000000.000000 0.000275 15800 9554 46311 612 -222339.067550 0.000000
 2.000000 7.000000 1000000.000000 0.000267 15800 9691 46411 596 -261814.643760 0.000000
 2.000000 8.000000 1000000.000000 0.000270 15800 9809 45707 582 -302627.723690 0.000000
 2.000000 9.000000 1000000.000000 0.000301 15800 9785 45671 588 -344696.391474 0.000000
 2.000000 10.000000 1000000.000000 0.000273 15800 9847 45685 590 -384710.604862 0.000000
 2.000000 11.000000 1000000.000000 0.000263 15800 9825 45305 640 -426505.845565 0.000000
 2.000000 12.000000 1000000.000000 0.000270 15800 9833 45875 602 -468462.012984 0.000000
 2.000000 13.000000 1000000.000000 0.000269 15800 9837 45019 574 -510706.354466 0.000000
 2.000000 14.000000 1000000.000000 0.000271 15800 9830 45007 586 -551942.435798 0.000000
 2.000000 15.000000 1000000.000000 0.000267 15800 9838 45325 594 -594266.129433 0.000000
 2.000000 16.000000 1000000.000000 0.000267 15800 9933 45105 570 -633354.959636 0.000000
 2.000000 17.000000 1000000.000000 0.000268 15800 9921 45721 570 -674584.308923 0.000000
 2.000000 18.000000 1000000.000000 0.000275 15800 9817 45917 620 -719302.598217 0.000000
 2.000000 19.000000 1000000.000000 0.000283 15800 9798 45499 564 -763717.652784 0.000000
 2.000000 20.000000 1000000.000000 0.000277 15800 9945 45665 602 -798100.332640 0.000000
 2.000000 21.000000 1000000.000000 0.000267 15800 9790 44995 604 -846503.328372 0.000000
 2.000000 22.000000 1000000.000000 0.000270 15800 9795 45383 604 -885369.881353 0.000000
 2.000000 23.000000 1000000.000000 0.000281 15800 9771 45409 578 -931155.789840 0.000000
 2.000000 24.000000 1000000.000000 0.000267 15800 9882 45623 598 -968009.326482 0.000000
 2.000000 25.000000 1000000.000000 0.000267 15800 9807 45849 602 -1012136.425372 0.000000
 2.000000 26.000000 1000000.000000 0.000273 15800 9839 45967 586 -1053117.860746 0.000000
 2.000000 27.000000 1000000.000000 0.000281 15800 9859 45697 570 -1093579.147662 0.000000
 2.000000 28.000000 1000000.000000 0.000285 15800 9838 45493 586 -1139020.910557 0.000000
 2.000000 29.000000 1000000.000000 0.000271 15800 9878 45909 558 -1175689.514508 0.000000
 2.000000 30.000000 1000000.000000 0.000281 15800 9882 45193 574 -1216872.214300 0.000000
 3.000000 1.000000 1000000.000000 0.002499 6219 1338 2000000 8030 4671.970675 0.000000
 3.000000 2.000000 1000000.000000 0.001098 15800 4468 218493 2104 -56240.752773 0.000000
 3.000000 3.000000 1000000.000000 0.000822 15800 6295 73427 922 -100587.907388 0.000000
